sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Possession of Cocaine,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Possess Weapon On School Prop,0
Male,Less than 25,African-American,None,1 to 2,1 to 2,1 to 5,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Felony Battery (Dom Strang),1
Male,25 - 45,Caucasian,None,None,None,None,M,Prostitution/Lewdness/Assign,1
Female,Greater than 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Aggravated Assault W/Dead Weap,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,1 to 4,None,None,15+ to 25,F,Driving While License Revoked,1
Male,Less than 25,Caucasian,None,None,None,None,F,Trespassing/Construction Site,0
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Poss Pyrrolidinovalerophenone,1
Male,Greater than 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Introduce Contraband Into Jail,0
Male,25 - 45,African-American,None,2+,2+,15+ to 25,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Operating W/O Valid License,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Driving Under The Influence,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Criminal Mischief>$200<$1000,0
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Female,Less than 25,Caucasian,None,None,None,1 to 5,F,Possession Of Heroin,0
Female,Less than 25,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Asian,None,None,None,None,F,Aggravated Assault W/dead Weap,0
Male,Less than 25,African-American,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,0
Female,Less than 25,African-American,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,None,M,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,None,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,African-American,None,None,None,None,F,Carrying Concealed Firearm,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Petit Theft $100- $300,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft (Motor Vehicle),0
Male,Less than 25,Caucasian,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,False Imprisonment,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,M,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,None,M,Possession of Alcohol Under 21,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,None,F,Battery on a Person Over 65,0
Male,25 - 45,Other,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,None,F,Battery on Law Enforc Officer,0
Male,Less than 25,African-American,None,None,None,None,F,Deliver Cocaine,1
Male,25 - 45,African-American,None,None,None,15+ to 25,M,Resist/Obstruct W/O Violence,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Ride Tri-Rail Without Paying,1
Male,25 - 45,African-American,None,None,1 to 2,1 to 5,F,Shoot Into Vehicle,1
Male,Greater than 45,African-American,1 to 4,None,None,15+ to 25,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,None,F,Poss Contr Subst W/o Prescript,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,Asian,None,None,None,5+ to 15,F,Aggravated Battery,0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Robbery W/Firearm,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Female,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Uttering a Forged Instrument,1
Male,Greater than 45,Asian,None,None,None,None,M,Viol Injunct Domestic Violence,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Male,Less than 25,Hispanic,None,None,None,None,F,Lewd/Lasc Battery Pers 12+/<16,0
Female,Less than 25,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Caucasian,None,None,None,None,F,Uttering a Forged Instrument,1
Female,25 - 45,Caucasian,None,None,1 to 2,5+ to 15,F,Possession Of Alprazolam,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Aggravated Assault W/o Firearm,0
Male,Greater than 45,Caucasian,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Driving While License Revoked,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Drivg While Lic Suspd/Revk/Can,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,5+ to 15,F,Strong Armed  Robbery,1
Male,Greater than 45,Hispanic,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,F,Neglect Child / No Bodily Harm,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Hispanic,None,None,None,None,F,Aggravated Assault W/Dead Weap,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Battery,1
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,4+,2+,1 to 2,5+ to 15,F,arrest case no charge,1
Female,25 - 45,Other,None,None,None,None,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,Asian,None,None,None,1 to 5,F,Child Abuse,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Burglary Conveyance Armed,1
Male,Greater than 45,African-American,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Petit Theft,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Battery on Law Enforc Officer,1
Male,25 - 45,African-American,None,None,None,None,F,Robbery / No Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Stalking (Aggravated),1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Driving While License Revoked,0
Female,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,arrest case no charge,1
Female,Less than 25,Other,None,None,None,None,M,Battery,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Aggravated Battery,1
Male,25 - 45,Other,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Hispanic,1 to 4,None,None,1 to 5,F,Felony Battery (Dom Strang),1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Purchase Cannabis,1
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,1
Female,Less than 25,Caucasian,None,2+,1 to 2,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,1 to 4,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Male,25 - 45,African-American,None,2+,1 to 2,5+ to 15,F,Possession of Cocaine,1
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Driving License Suspended,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cannabis,0
Male,25 - 45,Other,None,None,None,None,F,Agg Battery Grt/Bod/Harm,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,African-American,None,None,None,15+ to 25,M,Resist/Obstruct W/O Violence,1
Female,Greater than 45,African-American,None,None,None,5+ to 15,F,Unlicensed Telemarketing,0
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,Issuing a Worthless Draft,1
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,M,arrest case no charge,0
Female,Less than 25,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,F,"Poss3,4 Methylenedioxymethcath",0
Male,Greater than 45,Other,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Driving While License Revoked,0
Male,Less than 25,African-American,1 to 4,1 to 2,None,1 to 5,M,Battery,1
Male,25 - 45,Hispanic,None,None,None,5+ to 15,M,Unlaw LicTag/Sticker Attach,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Conspiracy to Deliver Cocaine,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Hispanic,None,None,None,None,F,arrest case no charge,1
Male,25 - 45,Other,None,None,None,1 to 5,F,D.U.I. Serious Bodily Injury,1
Female,Greater than 45,African-American,None,None,1 to 2,15+ to 25,F,arrest case no charge,1
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,1 to 2,5+ to 15,M,Driving License Suspended,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Possession of Cannabis,1
Male,25 - 45,African-American,1 to 4,None,1 to 2,5+ to 15,M,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Fraud Obtain Food or Lodging,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,None,None,None,None,F,Uttering a Forged Instrument,1
Female,25 - 45,African-American,1 to 4,None,None,1 to 5,M,Battery,1
Male,25 - 45,Caucasian,1 to 4,None,1 to 2,5+ to 15,F,Tampering With Physical Evidence,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Aide/Abet Prostitution Lewdness,1
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Female,Less than 25,African-American,None,None,None,None,F,Uttering a Forged Instrument,0
Male,Greater than 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,1 to 2,1 to 5,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Tampering With Physical Evidence,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Tampering With Physical Evidence,1
Male,Greater than 45,Other,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Live on Earnings of Prostitute,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,M,DUI Property Damage/Injury,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,Asian,None,None,None,None,F,Aggravated Assault w/Firearm,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Burglary Structure Unoccup,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Other,None,None,None,5+ to 15,F,Felony Driving While Lic Suspd,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,Arson in the First Degree,0
Male,25 - 45,Hispanic,1 to 4,None,1 to 2,5+ to 15,F,Felony Battery (Dom Strang),1
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Resist Officer w/Violence,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Less than 25,Hispanic,None,None,None,None,F,Corrupt Public Servant,1
Male,Less than 25,African-American,None,None,1 to 2,None,F,Battery on Law Enforc Officer,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,1 to 2,None,15+ to 25,F,Possession of Cocaine,1
Male,Greater than 45,Hispanic,None,None,None,None,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,15+ to 25,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,None,F,Resist Officer w/Violence,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Caucasian,None,None,None,None,F,Manufacture Cannabis,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,Felony Battery (Dom Strang),1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Dealing in Stolen Property,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Burglary Dwelling Assault/Batt,0
Female,Less than 25,African-American,None,None,None,None,F,Deliver Cocaine,0
Male,25 - 45,Caucasian,None,None,None,None,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,None,F,Felony/Driving Under Influence,0
Female,Less than 25,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,1 to 2,1 to 5,F,Burglary Structure Unoccup,1
Male,25 - 45,African-American,None,None,1 to 2,None,F,Cruelty Toward Child,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Oxycodone,1
Male,Greater than 45,African-American,None,None,None,15+ to 25,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Battery on a Person Over 65,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Felony Petit Theft,1
Male,Greater than 45,Hispanic,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,15+ to 25,M,Operating W/O Valid License,1
Male,25 - 45,African-American,None,None,None,None,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Other,None,None,None,None,F,Attempted Burg/Convey/Unocc,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Carrying Concealed Firearm,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Asian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Other,None,None,None,5+ to 15,F,Deliver Cannabis,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Hispanic,None,None,1 to 2,None,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession Of Methamphetamine,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Battery on Law Enforc Officer,0
Male,Less than 25,African-American,None,None,None,None,F,Pos Cannabis W/Intent Sel/Del,0
Male,Less than 25,African-American,None,None,None,None,F,Possession Firearm School Prop,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,1
Male,25 - 45,African-American,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,None,1 to 2,1 to 2,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Burglary Conveyance Unoccup,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Female,25 - 45,Caucasian,None,None,None,None,M,Driving License Suspended,1
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Burglary Dwelling Assault/Batt,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,1 to 2,None,15+ to 25,F,Possession of Cocaine,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Deliver Cocaine,0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Crimin Mischief Damage $1000+,0
Male,Less than 25,Caucasian,None,None,None,None,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Driving Under The Influence,1
Female,Greater than 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,"Poss3,4 Methylenedioxymethcath",1
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,Caucasian,None,None,1 to 2,None,F,Felony Battery (Dom Strang),1
Male,Less than 25,African-American,None,None,None,None,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Battery,1
Female,Less than 25,Other,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,Less than 25,Caucasian,None,None,None,None,F,Falsely Impersonating Officer,0
Male,25 - 45,African-American,None,None,None,25+,F,Possession of Cocaine,1
Female,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Driving While Lic Suspd,1
Male,25 - 45,Hispanic,1 to 4,2+,None,5+ to 15,F,Driving While License Revoked,1
Female,Less than 25,Hispanic,None,None,None,1 to 5,F,Possession Of Amphetamine,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Assault,0
Female,25 - 45,African-American,None,None,None,None,M,Robbery / No Weapon,0
Female,Greater than 45,Caucasian,None,None,None,5+ to 15,M,Criminal Mischief Damage <$200,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,False Imprisonment,0
Male,Greater than 45,Hispanic,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggravated Assault W/Dead Weap,0
Male,25 - 45,African-American,None,None,None,None,F,Crim Use of Personal ID Info,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Felony Committing Prostitution,1
Male,Greater than 45,African-American,None,None,None,None,F,Grand Theft (Motor Vehicle),1
Male,Less than 25,African-American,None,None,None,5+ to 15,F,"Poss3,4 Methylenedioxymethcath",0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,1 to 4,2+,1 to 2,15+ to 25,M,Possess Cannabis/20 Grams Or Less,1
Male,Greater than 45,Hispanic,None,None,None,5+ to 15,F,Possession Of Heroin,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,1 to 2,None,15+ to 25,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,None,F,Possession of Cocaine,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Agg Fleeing/Eluding High Speed,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,Operating W/O Valid License,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Battery,1
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Driving While License Revoked,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Possession of Oxycodone,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,0
Female,25 - 45,Caucasian,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,African-American,None,None,None,None,M,Resist/Obstruct W/O Violence,1
Female,Greater than 45,Caucasian,None,None,None,1 to 5,M,Leaving Acc/Unattended Veh,0
Male,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Operating W/O Valid License,0
Male,25 - 45,African-American,None,2+,1 to 2,5+ to 15,M,Battery,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,None,None,None,None,F,Felony Battery (Dom Strang),0
Female,25 - 45,Hispanic,None,None,None,None,M,Battery,0
Male,25 - 45,Other,None,None,None,None,F,Felony Batt(Great Bodily Harm),1
Male,25 - 45,Caucasian,None,1 to 2,None,5+ to 15,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,None,2+,1 to 2,1 to 5,F,"Poss3,4 Methylenedioxymethcath",1
Male,25 - 45,Hispanic,None,None,None,None,M,DUI Property Damage/Injury,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony Petit Theft,1
Male,Less than 25,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Female,Less than 25,African-American,None,None,None,None,F,Robbery / No Weapon,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,None,F,Uttering a Forged Instrument,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Carry Open/Uncov Bev In Pub,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,Less than 25,African-American,None,None,1 to 2,5+ to 15,F,Resist Officer w/Violence,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,None,F,Crim Use of Personal ID Info,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Purchase Cannabis,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,None,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,Caucasian,None,None,1 to 2,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,None,F,Felony Driving While Lic Suspd,0
Male,Greater than 45,African-American,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Aggravated Battery / Pregnant,1
Female,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Deliver Cannabis,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Uttering a Forged Instrument,0
