,NN,NG,KNN,Final,two_year_recid
3300,0,0,0,0,0
3301,0,1,1,1,1
3302,0,0,0,0,0
3303,1,0,0,1,0
3304,0,0,1,0,1
3305,1,1,1,1,1
3306,0,0,0,0,0
3307,1,0,1,1,0
3308,0,0,1,0,0
3309,0,0,0,0,0
3310,0,0,1,0,1
3311,0,0,0,1,0
3312,0,0,0,1,0
3313,1,0,1,1,1
3314,0,0,0,0,0
3315,0,0,1,0,1
3316,1,0,1,1,1
3317,1,0,1,1,0
3318,1,0,1,1,1
3319,1,0,1,1,1
3320,0,0,0,0,0
3321,0,0,1,1,0
3322,0,0,1,0,1
3323,0,0,1,1,1
3324,1,1,1,1,1
3325,1,1,1,1,1
3326,1,1,1,0,1
3327,1,1,0,1,1
3328,1,1,1,1,1
3329,0,0,0,0,0
3330,0,0,1,0,0
3331,1,1,1,1,1
3332,0,0,0,1,1
3333,1,0,0,1,0
3334,0,0,0,1,0
3335,0,0,0,0,0
3336,0,0,0,0,0
3337,1,0,1,1,1
3338,0,0,0,0,0
3339,0,0,0,0,1
3340,1,1,1,1,1
3341,0,0,1,0,1
3342,0,0,1,0,1
3343,1,0,0,0,1
3344,0,0,1,0,1
3345,0,0,0,1,1
3346,0,0,0,1,0
3347,0,0,0,0,0
3348,1,1,1,1,1
3349,0,0,0,0,1
3350,0,0,1,0,1
3351,1,0,1,1,1
3352,0,0,0,0,0
3353,0,0,0,0,0
3354,0,0,1,0,1
3355,1,1,1,1,1
3356,1,1,1,1,1
3357,1,1,1,1,1
3358,0,0,0,0,0
3359,1,1,0,1,0
3360,0,0,0,0,0
3361,0,0,0,1,0
3362,1,1,1,1,1
3363,1,1,1,1,0
3364,1,0,0,1,0
3365,1,1,1,1,1
3366,0,0,0,1,1
3367,0,0,0,1,0
3368,1,0,0,1,0
3369,0,0,1,0,1
3370,0,0,0,0,0
3371,0,0,0,1,0
3372,0,0,0,0,1
3373,0,0,0,0,0
3374,1,1,1,1,1
3375,0,0,0,0,0
3376,0,0,0,1,0
3377,0,0,0,0,0
3378,0,0,0,0,0
3379,0,0,0,1,0
3380,1,0,0,1,0
3381,0,0,0,1,0
3382,1,1,1,1,1
3383,0,0,0,0,0
3384,0,0,0,1,1
3385,0,0,0,0,1
3386,0,1,1,1,1
3387,0,0,1,1,1
3388,0,0,0,0,0
3389,0,0,0,0,0
3390,0,0,0,0,0
3391,1,1,1,1,1
3392,1,1,1,0,1
3393,1,1,0,1,0
3394,1,0,1,1,0
3395,0,0,1,0,1
3396,0,0,1,0,1
3397,0,0,0,0,0
3398,0,0,0,0,0
3399,0,0,0,1,0
3400,0,0,1,0,0
3401,0,0,1,0,1
3402,0,0,0,1,1
3403,0,0,0,1,0
3404,0,0,1,1,1
3405,0,0,1,0,1
3406,0,0,1,1,1
3407,0,0,1,1,1
3408,0,0,1,1,1
3409,1,1,1,1,0
3410,1,0,1,1,0
3411,0,0,1,1,1
3412,1,0,1,1,1
3413,1,1,1,1,0
3414,0,0,1,1,1
3415,0,0,0,1,0
3416,0,0,0,1,0
3417,0,0,1,1,1
3418,1,1,1,1,0
3419,0,0,1,1,0
3420,1,0,1,0,0
3421,0,0,0,0,0
3422,0,0,1,1,1
3423,0,0,0,0,0
3424,0,0,0,1,0
3425,0,0,1,1,1
3426,0,0,1,0,0
3427,0,0,1,0,1
3428,0,0,0,1,0
3429,1,1,1,1,1
3430,0,0,1,1,0
3431,1,0,1,1,1
3432,0,0,0,0,0
3433,0,0,0,0,0
3434,0,0,1,0,1
3435,0,0,0,1,0
3436,0,0,1,1,1
3437,1,0,1,1,0
3438,0,0,0,1,0
3439,1,0,0,0,1
3440,0,0,0,1,1
3441,1,0,0,1,1
3442,0,0,1,0,0
3443,0,0,1,0,1
3444,0,0,0,1,0
3445,0,0,0,1,1
3446,1,0,1,1,1
3447,0,0,0,0,0
3448,1,0,0,1,0
3449,1,0,0,1,0
3450,0,0,0,0,1
3451,1,1,1,1,1
3452,1,1,1,1,0
3453,0,0,0,0,1
3454,0,0,1,0,0
3455,1,0,0,1,0
3456,0,0,0,1,0
3457,1,0,1,1,1
3458,0,0,0,1,1
3459,1,0,1,0,0
3460,0,0,0,0,0
3461,0,0,1,1,1
3462,0,0,0,1,1
3463,0,0,1,0,1
3464,0,0,0,0,0
3465,0,0,1,1,0
3466,0,0,1,0,1
3467,0,0,0,0,1
3468,0,0,1,0,1
3469,0,0,0,1,1
3470,0,0,1,0,0
3471,0,0,0,1,0
3472,0,0,0,0,0
3473,1,1,1,1,0
3474,0,0,0,1,0
3475,0,0,0,0,1
3476,0,0,1,1,1
3477,1,0,1,1,1
3478,0,0,0,1,0
3479,0,0,0,1,0
3480,1,1,1,1,0
3481,0,0,1,0,0
3482,0,0,0,1,1
3483,1,0,0,0,1
3484,0,0,1,0,1
3485,0,0,0,0,0
3486,0,0,0,1,1
3487,0,0,1,1,1
3488,0,0,0,1,0
3489,0,0,0,0,1
3490,0,0,0,1,0
3491,0,0,1,0,0
3492,0,0,1,0,0
3493,0,0,0,1,0
3494,1,1,1,1,1
3495,0,0,1,1,1
3496,0,0,0,1,0
3497,0,0,0,0,0
3498,0,0,1,0,1
3499,0,0,0,0,0
3500,0,0,0,0,0
3501,1,1,0,1,1
3502,0,0,0,0,0
3503,1,1,1,1,0
3504,1,1,1,1,1
3505,0,0,0,1,0
3506,0,0,0,1,0
3507,0,0,1,1,1
3508,0,0,0,0,0
3509,0,0,1,0,1
3510,1,0,1,1,1
3511,1,0,0,1,0
3512,0,0,0,1,1
3513,0,0,0,0,0
3514,0,0,0,0,0
3515,0,0,0,1,0
3516,1,0,1,1,1
3517,0,0,0,1,0
3518,0,0,0,0,0
3519,1,1,0,1,0
3520,0,0,1,1,1
3521,1,0,1,1,1
3522,0,0,0,1,0
3523,0,0,0,1,0
3524,0,0,0,1,0
3525,0,0,0,0,0
3526,1,0,1,0,1
3527,1,0,1,1,1
3528,0,0,1,0,0
3529,0,0,0,0,0
3530,0,0,0,0,0
3531,1,0,0,1,1
3532,0,0,0,0,0
3533,0,0,1,0,1
3534,1,1,0,1,0
3535,0,0,0,0,0
3536,1,0,0,1,1
3537,1,1,1,1,1
3538,1,0,0,1,1
3539,0,0,0,1,1
3540,0,0,1,1,1
3541,0,0,1,1,1
3542,0,0,1,1,1
3543,0,0,1,0,1
3544,0,0,0,1,0
3545,1,0,1,1,1
3546,0,0,1,1,1
3547,0,0,1,1,1
3548,0,0,0,1,0
3549,1,1,1,1,1
3550,1,1,0,0,0
3551,0,0,0,1,1
3552,1,1,1,1,1
3553,0,0,0,0,0
3554,1,1,1,1,1
3555,0,0,0,1,0
3556,0,0,0,1,0
3557,0,0,0,1,0
3558,1,0,1,1,1
3559,0,0,0,1,1
3560,0,0,1,1,0
3561,1,1,1,1,1
3562,1,0,0,0,1
3563,0,0,0,0,0
3564,1,1,1,1,1
3565,0,0,0,0,0
3566,1,0,1,1,1
3567,0,0,0,0,1
3568,0,0,1,0,1
3569,0,0,0,1,0
3570,1,0,0,1,0
3571,0,0,1,0,0
3572,0,0,1,1,1
3573,0,0,0,0,0
3574,1,0,1,1,0
3575,1,0,1,1,1
3576,0,0,0,0,0
3577,0,0,0,0,0
3578,1,0,1,1,1
3579,0,0,1,0,0
3580,1,0,1,1,1
3581,1,0,0,0,0
3582,0,0,0,0,0
3583,0,0,0,1,1
3584,1,0,0,1,0
3585,0,0,0,1,0
3586,0,0,0,0,0
3587,0,0,1,1,0
3588,0,0,1,0,1
3589,0,0,1,1,1
3590,0,0,0,1,0
3591,1,0,1,1,1
3592,0,0,0,0,0
3593,0,0,0,0,0
3594,0,0,1,0,0
3595,0,0,0,0,0
3596,0,0,0,0,0
3597,0,0,0,0,0
3598,0,0,0,0,0
3599,0,0,0,1,0
3600,0,0,0,0,0
3601,0,0,0,0,0
3602,0,0,0,0,0
3603,1,0,0,1,0
3604,1,0,1,1,1
3605,0,0,1,0,0
3606,0,0,0,1,0
3607,1,1,0,1,1
3608,0,0,0,0,1
3609,0,0,0,1,0
3610,1,0,1,1,1
3611,0,0,0,0,0
3612,0,1,1,0,1
3613,1,0,0,1,1
3614,0,0,0,0,0
3615,0,0,1,0,1
3616,0,0,0,1,0
3617,1,0,1,0,1
3618,0,0,0,0,0
3619,0,0,0,0,1
3620,1,1,1,1,1
3621,1,0,0,1,0
3622,1,1,1,1,1
3623,0,0,1,1,0
3624,1,0,0,1,0
3625,1,1,1,1,1
3626,0,0,1,0,1
3627,0,0,1,0,0
3628,0,0,0,0,0
3629,0,0,0,0,0
3630,0,0,1,0,1
3631,1,0,0,1,1
3632,0,0,1,1,0
3633,0,0,0,1,0
3634,0,0,0,0,0
3635,0,0,0,0,0
3636,0,0,1,0,0
3637,1,0,0,0,1
3638,1,0,0,1,1
3639,1,0,1,1,1
3640,1,1,1,1,1
3641,0,0,1,1,0
3642,1,0,1,1,1
3643,1,0,0,1,0
3644,0,0,0,0,0
3645,1,0,1,1,1
3646,0,0,0,1,0
3647,1,0,0,1,1
3648,1,0,1,1,1
3649,0,0,1,1,1
3650,1,0,1,1,1
3651,0,0,0,0,0
3652,0,0,1,0,0
3653,0,0,0,1,0
3654,0,0,1,0,1
3655,0,0,0,0,0
3656,0,0,1,1,1
3657,1,0,0,1,0
3658,0,0,0,0,0
3659,0,0,1,0,0
3660,1,1,1,1,1
3661,0,0,1,1,1
3662,0,0,0,1,0
3663,0,0,0,0,1
3664,0,0,1,1,1
3665,0,0,0,0,0
3666,0,0,0,0,0
3667,1,1,1,1,1
3668,0,0,0,1,0
3669,0,0,0,1,1
3670,1,0,1,1,1
3671,0,0,0,0,0
3672,0,0,0,1,0
3673,0,0,1,0,1
3674,0,0,0,1,0
3675,0,0,0,1,0
3676,0,0,0,1,0
3677,0,0,0,0,0
3678,0,0,0,1,0
3679,0,0,1,1,1
3680,1,0,1,1,1
3681,0,0,0,0,1
3682,0,0,1,0,0
3683,1,0,0,1,0
3684,1,0,0,1,0
3685,0,0,0,0,1
3686,0,0,0,0,0
3687,0,0,0,0,0
3688,1,0,1,1,1
3689,0,0,0,1,1
3690,0,0,0,0,0
3691,0,0,0,1,0
3692,0,0,0,1,0
3693,0,0,0,0,0
3694,0,0,0,1,0
3695,0,0,1,1,1
3696,0,0,1,1,0
3697,1,1,1,1,1
3698,1,1,1,1,1
3699,1,0,0,0,1
3700,0,0,0,0,0
3701,1,0,1,1,1
3702,0,0,0,1,1
3703,0,0,1,1,0
3704,0,0,1,1,1
3705,1,1,1,1,1
3706,1,0,1,1,1
3707,1,0,1,1,1
3708,0,0,0,1,0
3709,0,0,0,0,0
3710,0,0,0,0,0
3711,0,0,1,0,1
3712,1,0,1,1,0
3713,0,0,1,1,0
3714,0,0,0,0,1
3715,1,1,1,1,1
3716,0,0,0,1,0
3717,0,0,0,0,1
3718,0,0,0,0,0
3719,0,0,0,0,0
3720,0,0,0,0,0
3721,1,0,1,1,1
3722,0,0,1,0,1
3723,0,0,0,1,0
3724,0,0,0,1,0
3725,0,0,0,0,1
3726,0,0,1,0,1
3727,1,0,1,1,0
3728,0,0,1,0,1
3729,1,1,0,1,0
3730,1,0,0,1,0
3731,1,0,1,0,1
3732,0,0,0,1,0
3733,1,0,1,0,1
3734,0,0,1,1,1
3735,1,1,1,1,0
3736,0,0,0,0,0
3737,1,1,1,1,1
3738,1,1,1,1,1
3739,1,1,1,1,1
3740,0,0,1,0,1
3741,0,0,0,1,0
3742,0,0,0,1,1
3743,0,0,0,0,0
3744,0,0,0,1,0
3745,0,0,1,1,1
3746,1,0,1,1,1
3747,0,0,0,0,0
3748,0,0,0,0,0
3749,0,0,0,1,0
3750,0,0,0,0,0
3751,1,1,1,1,1
3752,1,0,0,1,0
3753,1,0,1,1,1
3754,0,0,0,1,0
3755,1,1,1,1,1
3756,0,0,0,1,0
3757,1,0,0,1,0
3758,0,0,0,0,0
3759,0,0,0,1,0
3760,0,0,0,1,0
3761,0,0,0,1,0
3762,0,0,1,1,1
3763,0,0,0,1,0
3764,1,1,1,1,0
3765,0,0,0,1,0
3766,0,0,1,0,0
3767,1,0,1,1,1
3768,0,0,0,1,0
3769,0,0,0,1,0
3770,0,0,1,0,0
3771,1,1,1,1,1
3772,0,1,1,0,1
3773,0,0,1,1,1
3774,0,0,1,0,1
3775,0,0,0,1,0
3776,0,0,0,0,0
3777,0,0,0,0,0
3778,1,0,1,1,0
3779,0,0,1,1,1
3780,0,0,1,0,1
3781,0,0,0,0,0
3782,1,0,0,1,0
3783,1,0,1,1,1
3784,1,0,0,1,0
3785,0,0,1,0,1
3786,1,1,1,1,1
3787,0,0,1,0,1
3788,1,0,1,1,1
3789,1,1,1,1,0
3790,1,0,0,1,1
3791,1,0,1,0,1
3792,0,0,0,0,0
3793,0,0,0,0,1
3794,0,0,1,1,1
3795,1,1,0,1,1
3796,0,0,1,0,1
3797,0,0,0,1,0
3798,1,0,1,1,1
3799,0,0,1,0,0
3800,0,0,0,0,0
3801,1,1,1,1,1
3802,0,0,0,1,0
3803,0,0,1,0,1
3804,1,0,1,1,1
3805,1,0,0,1,0
3806,1,1,1,0,0
3807,0,0,0,0,0
3808,0,0,0,1,0
3809,0,0,0,1,1
3810,1,0,1,1,1
3811,0,0,0,0,0
3812,0,0,1,1,1
3813,0,0,0,1,0
3814,1,1,1,1,1
3815,0,0,0,0,0
3816,0,0,0,0,0
3817,0,0,0,0,0
3818,0,0,0,1,1
3819,1,1,1,1,1
3820,0,0,0,0,0
3821,0,0,1,1,1
3822,0,0,0,0,0
3823,1,1,0,1,1
3824,0,0,1,1,0
3825,0,0,1,0,0
3826,0,0,1,0,1
3827,1,1,1,1,1
3828,1,0,1,0,1
3829,1,0,1,1,1
3830,0,0,0,0,0
3831,1,1,0,0,0
3832,0,0,0,0,0
3833,1,1,1,1,1
3834,0,0,1,0,1
3835,1,1,0,1,0
3836,0,0,1,1,1
3837,0,0,0,0,0
3838,0,0,0,1,0
3839,0,0,1,0,1
3840,0,0,0,1,1
3841,0,0,0,0,1
3842,0,0,0,0,0
3843,1,0,1,1,1
3844,0,0,1,0,1
3845,0,0,1,0,1
3846,0,0,0,0,0
3847,0,0,0,0,1
3848,1,0,0,1,0
3849,1,0,1,1,0
3850,0,0,0,0,0
3851,0,0,0,0,0
3852,1,0,1,1,0
3853,1,0,1,1,1
3854,1,1,1,1,1
3855,1,0,1,1,1
3856,1,0,1,1,1
3857,0,0,0,0,0
3858,1,1,0,1,0
3859,0,0,0,1,1
3860,0,0,0,0,0
3861,0,0,0,1,0
3862,0,0,0,1,1
3863,1,1,1,1,1
3864,0,0,1,1,1
3865,0,0,1,0,1
3866,0,0,1,1,1
3867,0,0,1,1,0
3868,1,0,1,1,1
3869,0,0,0,1,0
3870,0,0,0,1,0
3871,1,0,0,1,1
3872,0,0,1,1,1
3873,0,0,0,0,0
3874,0,0,1,1,1
3875,0,0,1,1,1
3876,0,0,0,0,1
3877,1,0,1,1,1
3878,0,0,1,0,1
3879,1,0,1,1,1
3880,0,0,0,0,0
3881,0,0,1,1,1
3882,0,0,0,1,0
3883,0,0,0,0,0
3884,0,0,0,0,0
3885,0,0,0,1,0
3886,0,0,0,1,0
3887,1,0,0,1,0
3888,1,1,0,1,0
3889,0,0,0,0,0
3890,0,0,0,1,0
3891,1,0,1,1,1
3892,1,0,1,0,1
3893,0,0,0,0,0
3894,1,0,0,0,1
3895,0,0,0,0,0
3896,1,0,0,1,1
3897,1,0,1,1,1
3898,0,0,1,1,1
3899,0,0,1,1,1
3900,0,0,0,1,0
3901,0,0,0,0,0
3902,0,0,0,1,1
3903,1,1,1,1,0
3904,0,0,0,1,0
3905,0,0,1,0,1
3906,1,0,1,1,1
3907,1,0,0,1,0
3908,0,0,0,0,1
3909,0,0,0,1,1
3910,0,0,0,0,0
3911,0,0,0,1,0
3912,1,0,1,1,1
3913,0,0,0,0,0
3914,0,0,0,0,0
3915,1,1,0,0,1
3916,0,0,0,0,0
3917,0,0,0,0,0
3918,0,0,1,0,1
3919,1,0,1,1,0
3920,1,1,1,1,1
3921,1,0,0,1,0
3922,0,0,1,0,1
3923,1,1,1,1,1
3924,0,0,0,1,0
3925,0,0,0,0,0
3926,1,0,1,1,0
3927,0,0,0,1,0
3928,1,0,1,1,0
3929,0,0,0,1,0
3930,1,0,0,0,0
3931,0,0,0,0,0
3932,1,0,0,1,1
3933,1,0,1,1,1
3934,0,0,0,0,1
3935,0,0,0,0,1
3936,0,0,0,1,0
3937,1,0,0,0,0
3938,0,0,0,1,1
3939,0,0,1,0,1
3940,1,0,1,1,0
3941,0,0,0,0,0
3942,1,0,1,1,1
3943,0,0,0,0,0
3944,0,0,0,0,0
3945,0,0,0,0,1
3946,0,0,0,0,0
3947,0,0,1,0,1
3948,0,0,0,1,0
3949,1,0,1,1,1
3950,0,0,0,1,0
3951,1,1,1,1,0
3952,0,0,0,1,0
3953,1,0,0,1,0
3954,1,1,1,0,0
3955,0,0,1,1,1
3956,1,1,0,1,1
3957,0,0,0,0,1
3958,0,0,0,0,0
3959,0,0,0,0,0
3960,1,1,0,1,0
3961,1,0,0,1,0
3962,1,0,1,1,1
3963,0,0,0,0,1
3964,1,0,1,1,0
3965,0,0,0,0,0
3966,0,0,1,1,0
3967,1,1,1,1,1
3968,0,0,0,0,0
3969,0,0,1,0,0
3970,0,0,0,0,0
3971,0,0,0,0,1
3972,0,0,0,0,0
3973,1,1,1,1,1
3974,0,0,0,0,1
3975,0,0,0,0,0
3976,0,0,0,1,0
3977,0,0,0,1,0
3978,1,0,1,1,1
3979,1,0,1,1,1
3980,1,1,1,1,1
3981,1,0,1,1,1
3982,1,0,0,1,1
3983,1,0,1,1,1
3984,1,1,1,1,1
3985,0,0,0,1,1
3986,0,0,0,0,0
3987,1,0,1,0,1
3988,1,0,0,1,0
3989,1,0,1,1,0
3990,0,0,1,1,0
3991,0,0,1,0,1
3992,1,0,0,1,0
3993,0,0,0,0,0
3994,0,0,0,1,0
3995,0,0,1,1,1
3996,0,0,1,0,1
3997,0,0,0,0,0
3998,1,0,0,1,1
3999,1,1,0,1,1
4000,0,0,0,0,0
4001,0,0,0,1,0
4002,0,0,0,0,0
4003,1,0,1,1,0
4004,0,0,0,0,0
4005,0,0,0,1,0
4006,0,0,0,1,0
4007,0,0,0,0,0
4008,1,0,0,1,0
4009,1,0,1,1,1
4010,0,0,0,1,0
4011,0,0,0,0,0
4012,0,0,1,0,0
4013,0,0,0,0,1
4014,0,0,1,1,0
4015,0,0,0,1,0
4016,0,0,1,0,1
4017,0,0,0,1,0
4018,1,1,1,1,1
4019,0,0,0,1,0
4020,0,0,0,0,0
4021,0,0,0,1,0
4022,0,0,1,1,0
4023,0,0,1,0,0
4024,1,1,1,1,0
4025,1,0,1,1,1
4026,1,0,0,1,0
4027,0,0,0,1,0
4028,0,0,0,1,0
4029,0,0,0,1,0
4030,0,0,0,1,1
4031,1,0,1,1,1
4032,0,0,1,1,1
4033,1,1,1,1,1
4034,1,1,1,1,1
4035,0,0,0,0,0
4036,0,0,1,0,1
4037,0,0,0,0,0
4038,1,0,0,0,0
4039,1,1,1,1,0
4040,1,0,0,1,0
4041,0,0,0,1,1
4042,0,0,1,0,1
4043,0,0,0,0,0
4044,0,0,0,0,0
4045,1,0,1,0,1
4046,0,0,0,1,0
4047,0,1,1,0,0
4048,1,0,0,1,0
4049,0,0,0,0,0
4050,0,1,1,1,1
4051,1,1,1,0,1
4052,0,0,0,0,0
4053,1,0,1,1,1
4054,0,0,0,0,0
4055,0,0,0,0,0
4056,0,0,0,0,1
4057,0,0,1,0,0
4058,1,1,1,1,1
4059,0,0,0,0,0
4060,0,0,0,1,1
4061,0,0,0,0,0
4062,1,1,1,1,1
4063,0,0,0,0,0
4064,0,0,0,0,0
4065,0,0,0,1,0
4066,0,0,1,1,1
4067,0,0,0,0,0
4068,0,0,0,0,0
4069,0,0,1,1,1
4070,0,0,0,0,0
4071,0,0,0,0,0
4072,0,0,0,1,1
4073,0,0,0,1,1
4074,0,0,0,0,0
4075,0,0,1,1,1
4076,0,0,0,0,0
4077,0,0,0,0,0
4078,0,0,0,0,0
4079,0,0,0,0,0
4080,0,0,0,1,0
4081,0,0,0,0,0
4082,0,0,0,0,0
4083,0,1,0,1,0
4084,0,0,0,0,0
4085,1,0,1,0,1
4086,1,1,1,1,0
4087,1,1,1,1,1
4088,0,0,0,0,0
4089,0,0,1,1,1
4090,1,0,1,1,1
4091,1,0,0,1,0
4092,1,1,1,1,1
4093,0,0,0,0,0
4094,0,0,1,0,1
4095,0,0,0,1,0
4096,0,0,0,1,0
4097,0,0,0,0,1
4098,0,0,0,1,0
4099,0,0,1,0,0
4100,1,1,1,1,1
4101,0,0,0,1,0
4102,0,0,0,0,0
4103,1,0,0,1,0
4104,1,0,1,0,1
4105,0,0,1,1,0
4106,0,0,0,1,1
4107,1,0,1,1,1
4108,0,0,0,0,0
4109,0,0,1,0,1
4110,0,0,0,0,0
4111,0,0,0,0,0
4112,0,0,0,1,1
4113,1,0,1,1,0
4114,0,0,1,0,0
4115,0,0,0,0,0
4116,0,0,1,1,1
4117,0,0,0,0,0
4118,0,0,0,0,0
4119,1,0,1,1,1
4120,0,0,0,1,0
4121,1,0,1,1,1
4122,1,0,0,1,1
4123,1,0,1,1,1
4124,1,0,0,1,1
4125,0,0,1,1,1
4126,1,1,1,1,1
4127,0,0,0,1,0
4128,1,0,0,1,1
4129,0,0,1,0,1
4130,1,0,0,0,0
4131,1,0,1,1,1
4132,0,0,0,0,0
4133,0,0,0,0,0
4134,0,0,1,0,1
4135,0,0,1,0,0
4136,0,0,0,1,1
4137,1,1,0,1,0
4138,0,0,1,1,1
4139,1,0,1,1,1
4140,0,0,0,0,0
4141,1,0,0,1,0
4142,1,0,0,1,0
4143,1,0,1,0,1
4144,0,0,0,1,0
4145,0,0,0,0,0
4146,0,0,1,1,1
4147,0,0,1,1,1
4148,0,0,1,0,1
4149,0,0,0,0,0
4150,1,1,1,0,0
4151,0,0,1,1,1
4152,1,0,1,1,1
4153,1,0,1,1,1
4154,1,1,1,1,1
4155,0,0,0,0,0
4156,1,1,0,1,1
4157,1,0,1,1,1
4158,1,0,1,1,1
4159,0,0,0,1,1
4160,0,0,0,0,0
4161,1,0,1,1,1
4162,1,1,0,1,1
4163,1,0,0,1,0
4164,1,0,1,0,0
4165,1,1,1,1,1
4166,0,0,0,0,0
4167,0,0,0,0,1
4168,1,1,1,1,1
4169,0,0,1,1,1
4170,0,0,0,0,0
4171,1,0,1,1,1
4172,0,0,0,1,0
4173,0,0,1,1,1
4174,1,0,0,1,1
4175,0,0,0,0,1
4176,0,0,0,0,0
4177,0,0,0,0,0
4178,0,0,0,1,0
4179,0,0,0,0,0
4180,1,0,0,1,0
4181,0,0,1,0,1
4182,0,0,0,1,0
4183,0,0,0,1,0
4184,0,0,0,0,0
4185,1,1,1,1,0
4186,0,0,1,0,1
4187,1,0,1,1,0
4188,1,0,1,1,0
4189,1,0,1,1,0
4190,1,1,1,1,1
4191,0,1,0,1,0
4192,0,0,0,0,0
4193,0,0,0,0,0
4194,0,0,1,1,1
4195,0,0,0,1,0
4196,1,1,0,1,1
4197,0,0,0,0,0
4198,0,0,1,1,1
4199,0,0,0,1,0
4200,0,0,1,0,1
4201,0,0,0,1,0
4202,0,0,0,1,0
4203,1,0,1,1,1
4204,0,0,0,1,0
4205,0,0,0,1,1
4206,1,0,0,1,0
4207,0,0,0,0,1
4208,0,0,0,1,0
4209,1,0,1,1,1
4210,1,0,1,1,1
4211,0,0,0,0,0
4212,1,1,1,1,1
4213,1,1,1,1,1
4214,0,0,0,0,0
4215,1,1,1,1,1
4216,1,1,1,1,1
4217,1,1,1,1,0
4218,0,0,0,0,0
4219,1,1,0,1,0
4220,0,0,0,0,0
4221,0,0,1,0,1
4222,0,0,1,1,1
4223,1,1,0,1,1
4224,1,0,1,1,1
4225,0,0,1,1,0
4226,0,0,1,1,1
4227,0,0,1,1,1
4228,1,1,0,1,1
4229,0,0,0,0,0
4230,1,0,0,1,1
4231,1,0,0,1,0
4232,0,0,0,1,0
4233,0,0,0,1,0
4234,0,0,0,1,0
4235,0,0,0,0,0
4236,0,0,0,0,1
4237,0,0,1,0,1
4238,0,0,1,0,1
4239,0,0,0,0,0
4240,0,0,0,1,0
4241,0,0,0,0,0
4242,1,0,1,1,1
4243,0,0,0,1,0
4244,0,0,0,0,0
4245,0,0,0,0,0
4246,1,0,1,1,1
4247,0,0,0,0,1
4248,1,1,1,1,1
4249,1,0,0,1,0
4250,0,0,1,0,1
4251,0,0,1,1,0
4252,0,0,1,0,1
4253,0,0,0,0,0
4254,1,0,0,1,1
4255,1,0,1,1,0
4256,0,0,0,1,0
4257,0,0,0,0,0
4258,1,1,1,1,1
4259,1,1,1,1,1
4260,0,0,0,0,0
4261,0,0,0,0,1
4262,0,0,0,0,0
4263,0,0,0,0,0
4264,1,1,1,1,1
4265,0,0,1,1,1
4266,1,1,1,0,1
4267,0,0,0,0,0
4268,0,0,0,1,0
4269,1,1,1,0,1
4270,0,0,1,0,0
4271,1,0,1,1,1
4272,0,0,1,0,0
4273,1,1,1,1,1
4274,0,0,1,0,0
4275,1,0,1,0,1
4276,1,1,0,1,1
4277,0,0,1,0,1
4278,1,0,1,1,1
4279,0,0,0,1,0
4280,0,0,1,1,1
4281,1,1,0,1,0
4282,0,0,0,0,0
4283,0,0,0,1,0
4284,0,0,0,0,1
4285,0,0,0,1,0
4286,0,0,1,0,1
4287,0,0,0,0,0
4288,1,0,1,1,1
4289,0,0,0,0,0
4290,1,1,1,1,1
4291,1,0,0,0,0
4292,0,0,1,1,1
4293,0,0,0,1,1
4294,0,0,0,0,1
4295,0,0,0,0,0
4296,0,0,0,0,0
4297,0,0,0,1,0
4298,0,0,0,0,0
4299,0,0,0,1,0
4300,1,1,1,1,1
4301,0,0,1,0,1
4302,1,1,0,1,1
4303,0,0,0,1,0
4304,0,0,0,1,1
4305,0,0,1,0,0
4306,0,0,0,1,0
4307,0,0,0,1,0
4308,0,0,0,0,0
4309,0,0,0,1,0
4310,0,0,0,1,1
4311,1,1,1,1,1
4312,0,0,0,1,1
4313,0,0,0,0,0
4314,0,0,1,1,1
4315,1,1,1,1,1
4316,0,0,0,1,1
4317,0,0,1,1,0
4318,0,0,0,0,0
4319,1,0,1,1,1
4320,0,0,0,1,0
4321,1,0,0,1,0
4322,1,0,0,1,0
4323,0,0,0,1,0
4324,0,0,1,1,1
4325,0,0,0,0,1
4326,0,0,1,1,1
4327,0,0,0,1,0
4328,0,0,0,1,0
4329,0,0,0,0,1
4330,0,0,0,0,1
4331,1,0,0,1,0
4332,1,1,1,1,1
4333,0,0,0,1,0
4334,0,0,0,0,0
4335,1,0,1,1,1
4336,0,0,0,0,0
4337,1,0,0,1,1
4338,0,0,0,1,0
4339,0,0,0,0,0
4340,0,0,0,0,1
4341,0,0,0,0,1
4342,0,0,0,0,1
4343,0,0,0,0,0
4344,1,0,1,1,1
4345,0,0,1,1,0
4346,1,0,1,1,1
4347,0,0,0,0,0
4348,1,1,0,1,1
4349,0,0,1,1,1
4350,0,0,1,1,0
4351,0,0,1,1,1
4352,0,0,0,0,0
4353,0,0,0,0,0
4354,0,0,0,0,0
4355,0,0,1,1,0
4356,0,0,0,0,0
4357,0,0,1,1,1
4358,1,1,1,1,0
4359,0,0,1,1,1
4360,0,0,0,0,1
4361,1,0,0,0,1
4362,0,0,1,1,1
4363,1,1,1,1,1
4364,0,0,0,1,1
4365,0,0,0,0,0
4366,0,0,0,0,1
4367,1,0,1,1,1
4368,0,0,1,1,0
4369,0,0,0,1,0
4370,1,1,1,1,1
4371,1,0,1,1,0
4372,0,0,0,0,0
4373,0,0,0,0,0
4374,1,1,1,1,0
