sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,21,5,0,0,0,0,0,86,0
1,35,0,0,0,0,1,0,41,1
0,24,1,0,0,0,0,0,3,0
1,21,5,1,0,0,1,0,5,0
1,49,1,0,0,0,2,1,84,0
1,38,0,0,0,0,9,0,5,0
1,61,5,0,0,0,0,1,32,0
0,30,0,0,0,0,0,1,6,0
1,22,0,0,0,0,3,0,147,0
1,25,0,0,0,0,0,0,253,1
0,30,2,0,0,0,3,1,6,1
1,52,1,0,0,0,0,1,68,0
1,26,1,0,0,0,0,0,41,0
1,26,5,0,0,0,0,1,6,0
1,29,0,0,1,0,6,0,243,0
1,45,1,0,0,0,9,0,66,1
1,20,0,0,0,0,0,0,5,1
1,29,0,0,0,0,4,0,5,0
1,43,1,0,0,0,1,0,5,1
1,26,1,0,0,0,2,0,254,0
0,46,0,0,0,0,4,0,5,0
0,46,0,0,0,0,0,0,11,0
1,39,1,0,0,0,8,0,72,0
1,29,0,0,0,0,12,0,3,1
1,41,1,0,0,0,0,1,84,0
1,29,0,0,0,1,11,0,5,1
0,25,0,0,0,0,5,0,255,0
1,23,0,1,0,0,2,0,48,0
0,46,0,0,0,0,1,0,5,1
1,30,1,0,0,0,0,1,84,0
1,34,1,0,0,0,1,0,5,0
1,70,1,0,0,0,11,0,3,1
1,52,1,0,0,0,2,0,5,0
1,51,0,0,0,0,4,1,19,0
0,45,3,0,0,0,15,0,13,1
1,55,0,0,0,0,21,0,2,1
0,49,1,0,0,0,1,0,5,0
0,26,0,0,0,0,9,1,33,1
0,47,1,0,0,0,0,0,15,0
1,27,0,0,0,0,0,1,6,0
1,25,1,0,2,0,5,1,32,1
1,21,0,0,1,0,1,0,5,1
1,37,0,0,0,1,26,0,13,1
1,21,0,0,0,0,1,0,3,1
1,21,0,0,0,0,0,0,42,0
1,25,0,0,0,0,4,0,3,1
0,27,0,0,0,0,3,0,209,1
1,30,1,0,0,0,3,0,112,1
1,70,1,0,0,0,0,1,84,0
1,37,1,0,0,0,11,0,150,1
1,46,0,0,0,0,5,0,24,1
1,40,5,0,0,0,4,1,6,1
1,20,0,1,0,0,1,0,12,1
1,43,0,0,0,0,18,0,5,1
1,38,0,0,0,0,15,0,1,0
1,29,0,0,0,0,0,0,57,0
1,37,0,0,0,0,8,1,97,1
1,38,2,0,0,0,3,0,3,0
0,27,1,0,0,0,0,0,4,0
0,20,5,0,0,0,0,1,52,1
1,44,2,0,0,0,0,1,68,0
1,31,1,0,0,0,6,1,6,0
1,29,0,0,0,0,3,0,5,1
1,48,1,0,0,0,13,0,75,1
0,30,0,0,0,0,0,1,6,0
0,25,1,0,0,0,2,0,5,1
1,40,0,0,0,0,3,0,13,0
0,49,1,0,0,0,3,0,101,0
1,33,1,0,0,0,1,1,19,0
1,26,1,0,0,0,5,0,256,1
1,31,2,0,1,0,1,1,27,0
1,61,1,0,0,0,1,1,84,0
1,30,1,0,0,0,2,0,257,0
1,62,1,0,0,0,0,1,63,0
0,27,1,0,0,0,4,1,73,1
1,48,1,0,0,0,9,0,87,0
0,40,1,0,0,0,0,0,3,0
1,24,1,0,0,0,0,0,16,0
1,22,0,0,0,0,0,0,12,1
1,30,0,0,0,0,4,1,6,1
1,63,1,0,0,0,0,1,84,0
1,46,2,0,0,0,0,1,5,0
1,33,0,0,0,0,4,0,3,0
0,21,0,1,0,0,1,0,104,1
1,43,1,0,0,0,0,1,68,1
1,26,0,0,0,0,3,0,21,1
1,51,0,0,0,0,1,0,129,0
1,39,1,0,0,0,3,0,5,1
0,30,2,0,0,0,0,1,6,1
1,32,0,0,0,0,14,0,11,1
1,22,0,0,0,0,0,1,59,0
1,59,1,0,0,0,0,0,3,0
1,38,0,0,5,0,37,1,5,1
1,23,0,0,0,0,2,0,5,0
1,42,0,0,0,0,0,1,6,1
1,20,0,1,0,0,1,0,5,1
1,38,0,0,0,0,2,0,45,1
0,34,1,0,0,0,2,0,4,0
0,36,0,0,0,0,7,0,81,1
1,35,1,0,0,0,7,0,128,1
1,36,0,0,0,0,0,1,6,1
1,31,0,0,0,0,1,0,46,0
0,28,0,0,0,0,3,0,5,1
1,28,0,0,0,0,1,0,10,1
1,60,1,0,0,0,3,0,101,0
1,43,0,0,0,0,0,0,150,0
1,40,0,0,0,0,1,0,5,0
1,31,0,0,2,0,15,0,3,1
1,54,0,0,0,0,6,0,3,1
1,26,0,0,0,0,1,0,5,0
1,24,0,0,0,0,17,0,5,1
1,41,2,0,0,0,0,0,258,1
1,21,0,0,0,1,1,0,5,1
0,29,2,0,0,0,1,0,55,1
1,22,0,0,0,1,0,0,31,0
1,52,2,0,0,0,9,0,66,1
0,40,5,0,0,0,0,0,12,0
0,37,1,0,0,0,0,0,82,0
1,21,5,0,0,0,1,0,12,0
0,45,0,0,0,0,1,0,82,0
1,29,0,0,0,0,1,1,259,1
1,46,0,0,0,0,10,0,46,1
1,21,1,0,1,2,1,0,95,0
1,50,0,1,0,0,7,1,6,0
1,35,1,0,0,0,6,0,147,1
1,52,0,0,0,0,1,1,29,1
1,48,1,0,0,0,0,1,32,0
0,29,0,0,0,3,9,1,134,1
1,48,1,0,0,0,0,1,6,0
1,31,0,0,0,0,10,0,5,1
1,21,1,0,0,0,3,0,21,1
1,32,5,0,0,0,0,0,107,1
1,47,0,0,0,0,0,1,6,0
1,62,0,0,0,0,1,1,37,0
1,21,0,1,2,2,3,0,81,1
1,35,0,3,0,0,13,0,3,0
1,46,0,0,0,0,3,1,25,1
1,34,0,0,0,0,5,0,12,1
1,52,0,0,0,0,2,0,5,0
0,39,0,0,1,0,7,0,3,0
1,21,1,0,0,0,0,1,6,1
1,53,1,0,0,0,1,1,52,0
0,19,1,0,0,0,0,0,2,1
1,22,0,0,0,0,0,1,160,0
1,45,0,0,0,0,1,0,5,0
0,27,1,0,0,0,0,0,89,0
1,25,1,0,0,0,0,1,6,0
1,30,1,0,0,0,0,0,116,1
1,31,0,0,0,0,2,0,13,1
1,28,1,0,0,0,3,0,5,0
1,36,0,0,0,0,3,1,6,1
1,27,0,0,0,0,7,0,5,1
1,42,0,0,0,0,1,0,3,0
1,35,1,0,0,0,0,0,3,1
0,33,1,0,0,0,2,0,55,0
1,24,2,1,0,0,6,0,71,1
1,25,0,0,1,0,21,0,5,1
0,42,1,0,0,0,0,1,6,0
1,21,0,0,0,0,0,0,12,1
0,28,0,0,0,0,0,1,6,0
1,27,0,0,0,0,25,0,5,1
0,21,1,0,0,0,0,0,74,0
1,26,1,0,0,0,0,1,6,1
1,36,1,0,0,0,0,0,46,0
1,23,0,0,0,0,1,1,27,1
1,49,1,0,0,0,0,0,3,1
1,29,0,0,0,0,11,0,3,1
1,44,1,0,0,0,0,0,3,1
1,28,1,0,0,0,1,1,6,0
1,27,0,0,0,0,2,1,33,1
0,35,0,0,0,0,12,0,49,1
1,36,0,0,0,0,19,1,33,1
1,46,1,0,0,0,2,1,19,0
1,34,0,0,0,0,3,0,11,0
1,45,0,0,0,0,15,0,13,1
1,28,0,0,0,0,9,0,13,1
0,25,0,0,0,0,1,0,82,0
1,21,0,0,1,0,1,1,63,0
1,48,0,0,0,0,1,0,260,0
1,37,1,0,0,0,1,1,6,0
1,24,0,0,0,0,3,0,3,1
1,37,1,0,0,0,1,1,6,1
1,39,1,0,0,0,1,0,241,0
1,24,1,0,0,1,1,0,95,1
1,49,5,0,0,0,2,0,5,0
1,35,0,0,0,0,3,0,41,1
1,23,0,0,0,0,1,0,5,1
1,36,1,0,0,0,4,0,3,1
1,43,1,0,0,0,5,0,42,0
1,28,0,0,0,0,6,1,5,1
0,21,0,1,0,0,4,0,5,1
1,53,0,0,0,0,1,1,84,0
0,27,0,0,0,0,2,1,134,1
1,39,1,0,0,0,0,1,29,0
1,47,0,0,0,0,22,0,11,1
1,28,0,0,0,0,4,0,31,1
1,49,1,0,0,0,7,0,3,0
1,36,1,0,0,0,2,0,10,0
0,24,0,0,0,0,1,0,5,0
1,35,2,0,0,0,0,1,6,0
1,23,0,0,0,0,3,0,22,0
1,26,0,0,0,0,2,0,82,0
1,31,0,0,0,0,7,0,12,1
0,30,0,0,3,2,14,0,20,1
1,25,1,0,0,0,2,1,68,0
1,24,0,0,0,0,6,0,48,1
1,34,2,0,0,0,1,0,12,1
1,26,0,0,0,0,2,1,6,0
1,26,0,0,0,0,7,1,261,0
1,60,2,0,0,0,0,0,91,0
0,20,0,0,0,0,0,0,12,0
1,36,1,1,0,0,10,1,6,1
1,23,1,0,0,0,0,0,10,0
1,26,0,0,0,0,5,0,5,1
1,40,1,0,0,0,4,1,68,0
1,28,5,0,0,0,1,0,11,1
1,49,2,0,0,0,1,0,12,1
1,46,0,0,0,0,8,0,5,1
1,19,0,0,1,0,1,0,5,1
1,53,1,0,0,0,1,0,5,0
1,56,1,0,0,0,5,0,34,0
0,24,0,0,0,0,0,0,12,0
1,31,2,0,0,0,0,0,232,0
0,33,1,0,0,0,2,0,152,0
1,26,1,0,3,0,8,0,88,1
1,56,1,0,0,0,1,1,107,0
1,32,1,0,0,0,2,0,49,0
1,25,1,0,0,0,0,0,5,1
1,21,0,0,0,0,1,0,12,0
1,38,0,0,0,0,3,0,2,0
1,23,1,0,0,0,0,0,80,0
1,67,0,0,0,0,4,1,33,0
1,20,1,0,0,1,0,0,5,1
0,39,1,0,0,0,4,0,52,1
1,24,0,0,0,0,1,0,74,1
1,23,2,0,0,0,0,0,99,0
1,49,0,0,0,0,3,0,5,0
1,31,0,0,0,0,7,0,230,1
1,20,0,0,0,0,1,0,12,1
1,28,1,0,0,0,0,1,6,0
1,67,1,0,0,0,3,0,5,0
1,33,2,0,0,0,0,0,41,0
1,20,2,1,0,0,1,0,5,1
1,40,1,0,0,0,4,0,5,0
1,52,0,0,0,0,0,0,262,0
1,45,0,0,0,0,17,0,66,1
1,27,0,0,0,1,8,0,44,1
1,22,1,0,0,0,1,0,12,0
1,36,1,0,0,0,9,0,13,0
1,40,1,0,0,0,0,1,6,1
1,30,1,0,0,0,1,1,163,1
1,42,0,0,0,0,1,0,5,0
1,24,0,0,0,1,2,0,53,1
1,46,1,0,0,0,4,0,263,0
1,38,0,0,0,0,4,0,264,0
1,39,2,0,0,0,2,0,112,1
0,32,2,0,0,0,0,1,171,1
1,26,1,0,0,0,0,1,87,0
1,54,1,0,0,0,1,1,6,1
1,27,2,0,0,0,2,0,18,0
1,61,1,0,0,0,1,0,5,0
1,51,0,0,0,0,1,1,27,1
1,57,1,0,0,0,0,0,82,0
1,24,1,0,0,3,3,1,6,1
1,34,0,0,0,0,1,0,5,0
1,27,2,0,0,0,1,0,265,0
0,28,0,0,0,0,10,1,25,1
1,35,0,0,0,0,10,1,93,1
1,30,0,0,0,0,6,0,13,1
1,53,5,0,0,0,1,0,5,0
1,44,0,0,0,0,0,0,86,0
1,57,1,0,0,0,3,1,173,1
1,61,1,0,0,0,10,0,95,0
1,26,0,0,0,0,1,0,5,1
1,48,0,1,0,0,10,0,11,1
1,42,0,0,0,0,4,1,33,0
1,38,1,0,0,0,10,0,3,1
1,39,0,0,0,0,4,0,12,0
0,53,1,0,0,0,0,1,6,0
1,26,0,0,0,0,3,1,190,0
1,22,0,0,0,0,1,0,74,1
1,50,1,0,0,0,0,0,12,0
1,44,1,3,0,0,16,1,68,0
1,24,0,0,1,3,4,0,225,1
1,21,0,0,0,0,0,0,12,1
1,50,1,0,0,0,0,0,3,0
0,36,1,0,0,0,0,1,6,0
1,39,1,0,0,0,0,0,5,0
0,24,0,0,0,0,2,0,266,0
0,54,0,0,0,0,7,0,117,0
1,29,0,0,0,0,0,1,101,0
1,26,1,0,0,0,0,1,6,0
1,41,0,0,0,0,3,0,11,1
1,23,0,0,0,0,1,0,12,1
1,34,1,0,0,0,0,1,6,0
1,31,1,0,0,0,11,0,53,1
1,20,0,0,0,0,0,0,12,0
1,49,0,0,0,0,10,0,5,1
1,26,0,0,0,0,4,0,16,1
1,28,0,0,0,0,1,0,3,1
1,26,0,0,0,0,0,0,12,0
1,55,0,0,0,0,1,0,3,0
1,22,0,0,0,0,0,1,92,0
0,26,0,0,0,0,0,1,27,0
1,56,5,0,0,0,0,1,6,0
1,66,1,0,0,0,1,0,5,0
1,46,5,0,0,0,2,0,267,0
1,58,0,0,0,0,16,0,5,1
1,28,0,0,0,0,4,0,268,0
1,33,0,0,0,0,8,0,34,0
0,31,0,0,0,0,0,1,6,0
1,26,0,0,0,0,1,1,190,0
1,35,0,0,0,0,4,1,190,0
0,41,1,0,0,0,12,0,2,1
1,34,1,0,0,0,0,1,6,0
1,33,5,0,0,0,0,0,264,0
0,32,0,0,0,0,0,0,11,0
1,37,0,0,0,0,9,0,44,1
1,50,0,0,0,0,1,0,3,0
1,35,1,0,0,0,1,0,5,0
0,47,1,0,0,0,0,1,213,1
0,52,0,0,0,0,8,0,5,0
1,26,0,0,1,2,5,0,269,1
1,36,0,0,0,0,1,1,5,1
1,45,0,0,0,0,13,0,11,1
1,19,5,0,0,0,0,1,6,1
1,41,0,0,0,0,8,0,13,1
1,24,0,0,0,0,0,1,6,0
1,21,0,0,1,0,1,0,86,0
1,54,1,0,0,0,0,1,6,0
1,49,1,0,0,0,0,0,87,0
1,42,1,0,0,0,1,0,5,0
1,21,0,0,0,0,1,0,3,1
1,61,0,0,0,0,30,0,5,0
1,46,1,0,0,0,5,0,270,1
1,74,1,0,0,0,0,1,166,0
0,38,2,0,0,0,0,0,4,0
1,75,1,0,0,0,2,1,33,0
0,39,0,0,0,0,1,0,5,0
0,38,0,0,0,0,0,0,5,0
1,19,0,1,0,1,1,0,5,1
1,28,1,0,0,0,0,0,74,1
1,53,0,0,0,0,2,0,5,0
1,25,0,0,0,0,1,0,113,1
1,53,1,0,0,0,1,1,84,0
1,53,0,0,0,0,4,0,12,0
1,23,0,0,1,0,2,0,74,0
1,55,1,0,0,0,33,0,66,1
0,64,1,0,0,0,1,0,5,0
1,23,0,0,0,0,1,1,6,1
1,38,2,0,0,0,1,1,68,0
1,23,0,0,0,2,4,0,4,1
0,41,2,0,0,0,0,0,42,0
1,53,5,0,0,0,0,1,68,0
1,34,0,0,0,0,0,0,147,0
1,24,2,0,0,0,0,0,46,1
1,26,0,0,0,0,1,1,130,0
1,44,1,0,0,0,4,0,13,0
0,27,1,0,0,0,0,0,82,0
1,28,1,0,0,0,14,0,21,0
1,55,1,0,0,0,1,1,84,0
0,22,0,0,0,0,2,0,5,0
1,36,0,0,0,0,15,0,5,0
1,29,0,0,0,0,6,0,271,1
1,23,0,0,0,0,1,0,5,0
1,56,0,0,0,0,1,1,68,0
1,27,1,0,0,0,2,0,49,1
1,37,1,0,0,0,1,1,6,0
1,32,0,0,0,0,1,0,111,1
1,41,0,2,0,0,18,1,28,1
1,22,0,0,0,0,1,0,15,1
1,37,1,0,0,0,1,0,3,1
1,45,0,0,0,0,3,1,133,0
0,31,0,0,0,0,14,0,131,0
1,42,0,0,0,0,7,0,46,1
1,26,0,0,2,2,20,0,87,1
1,33,1,0,0,0,0,0,71,1
1,22,1,0,0,0,0,1,32,1
1,32,1,0,0,0,2,0,101,1
0,36,0,0,0,0,1,1,6,0
1,54,1,0,0,0,0,1,213,0
1,25,0,0,1,2,5,0,5,1
1,24,1,0,0,0,3,0,12,1
1,23,2,0,0,0,0,1,79,0
1,61,1,0,0,0,0,1,6,0
0,42,1,0,0,0,0,1,68,0
1,28,1,0,0,0,1,1,84,1
1,27,0,0,0,0,1,1,27,0
1,24,1,0,0,0,2,1,6,0
1,33,0,0,0,0,14,0,34,0
1,32,0,0,0,0,16,0,13,1
1,38,1,0,0,0,0,0,46,0
1,21,1,0,1,1,1,1,272,0
1,27,0,0,0,0,1,0,7,1
1,39,1,0,0,0,0,0,3,0
1,29,1,0,0,0,0,0,31,0
1,29,1,0,0,0,1,0,3,0
1,65,1,0,0,0,6,0,5,0
1,36,1,0,0,0,1,0,49,1
1,46,0,0,0,0,0,0,21,1
1,44,0,1,0,0,7,0,235,0
1,27,0,0,0,0,0,1,19,0
1,27,0,0,0,0,8,0,46,1
1,61,1,0,0,0,0,1,6,0
1,47,0,0,0,0,0,1,6,1
1,27,0,0,0,0,1,1,6,0
1,28,1,0,0,0,0,0,12,1
0,31,1,0,0,0,1,1,6,1
1,26,1,0,0,0,9,1,273,1
1,53,0,0,0,0,2,0,5,1
1,26,0,0,0,0,1,0,5,1
1,25,0,0,0,0,2,0,5,0
1,23,5,0,0,0,5,1,58,1
0,21,0,0,3,1,4,1,5,1
1,23,0,0,0,0,1,1,73,0
1,30,5,0,1,1,3,1,6,0
0,45,0,0,0,0,2,0,274,0
1,27,0,0,0,0,2,1,6,1
1,57,0,0,0,0,6,1,97,1
1,44,1,0,0,0,8,0,5,1
0,26,0,0,0,0,0,1,6,0
1,21,1,0,0,0,0,0,5,1
1,63,0,0,0,0,1,0,46,0
0,62,1,0,0,0,0,1,171,0
1,48,1,0,0,0,0,0,3,0
1,53,0,0,0,0,1,1,275,0
1,62,0,0,0,0,3,1,84,1
1,28,0,1,1,0,5,0,56,0
1,56,1,0,0,0,1,0,80,0
1,35,2,0,0,0,2,0,5,0
0,56,2,0,0,0,2,1,276,1
1,22,0,1,0,0,2,0,31,1
1,26,0,0,0,0,5,0,277,1
1,35,0,0,0,0,4,1,33,0
1,22,0,0,0,0,1,0,12,1
1,60,1,0,0,0,3,1,19,0
0,37,0,1,0,0,7,0,278,0
0,32,0,0,0,0,0,0,162,0
0,33,0,0,0,0,3,0,52,1
1,38,5,0,0,0,2,0,11,1
1,53,1,0,0,0,0,1,6,0
1,32,1,0,0,0,0,1,6,0
1,26,1,0,0,0,0,1,130,0
1,61,1,0,0,0,0,1,32,0
1,21,0,0,0,0,0,1,6,0
1,69,0,0,0,0,22,1,63,0
1,26,0,0,0,0,0,1,68,0
1,30,0,0,0,0,9,0,230,1
1,21,1,0,0,0,1,0,5,0
1,41,1,0,0,0,0,1,84,0
1,45,0,0,0,0,0,0,13,1
1,31,0,0,1,3,10,0,13,1
1,22,1,0,0,0,0,0,279,0
0,54,1,0,0,0,0,0,76,1
1,50,1,0,0,0,2,1,6,1
0,50,0,0,0,0,5,0,5,0
1,37,5,2,0,0,11,0,21,0
0,21,0,0,0,0,0,0,48,1
1,23,2,0,0,0,6,1,29,1
1,30,1,0,0,0,0,0,91,1
1,53,1,0,0,0,2,0,280,0
1,30,0,0,0,0,11,0,5,1
1,26,1,0,0,0,5,1,171,0
0,30,0,0,0,0,1,0,5,1
0,59,0,0,0,0,0,1,6,0
1,29,0,0,0,0,13,0,13,1
1,67,2,0,0,0,0,0,262,0
1,30,1,0,0,0,13,0,62,1
1,25,0,0,0,0,5,1,6,1
1,45,2,0,0,0,8,0,66,0
1,35,1,0,0,0,4,1,281,0
1,22,0,0,0,1,0,0,282,0
1,41,0,0,0,0,8,0,13,1
1,46,4,0,0,0,3,0,3,1
1,27,5,0,0,0,0,1,6,0
0,37,0,0,0,0,13,0,11,0
1,22,0,0,0,2,0,0,95,1
1,19,0,0,0,0,0,0,21,1
1,45,1,0,0,0,2,1,5,0
0,33,0,0,0,0,5,0,3,1
1,52,0,0,0,0,7,0,66,0
0,21,0,0,0,0,0,0,49,0
1,43,0,0,0,0,6,1,5,1
1,33,1,0,0,0,3,0,5,0
1,26,0,1,0,0,3,0,2,1
1,37,1,0,0,0,0,1,6,0
1,38,0,0,0,0,1,0,101,1
1,35,2,0,0,0,1,1,6,1
1,27,0,0,0,0,1,0,11,1
1,40,5,0,0,0,1,0,46,0
1,21,0,1,0,0,1,0,5,0
1,38,1,0,0,0,3,0,3,1
1,37,1,0,0,0,0,1,84,0
1,24,2,0,0,0,1,1,283,0
1,44,1,0,0,0,0,0,250,0
1,30,0,0,0,0,0,0,4,0
1,40,2,0,0,0,0,0,82,0
1,49,1,0,0,0,1,0,101,0
1,67,1,0,0,0,0,1,246,0
1,59,0,0,0,0,14,0,3,1
1,21,0,1,0,0,1,0,5,1
1,31,1,0,0,0,6,1,84,0
0,50,1,0,0,0,2,0,3,1
1,30,0,0,0,0,7,0,13,0
1,28,1,0,0,0,1,1,63,0
1,48,0,0,0,0,7,0,3,1
1,55,1,0,0,0,0,1,246,0
0,24,1,0,0,0,1,0,53,0
1,42,1,0,0,0,0,1,6,0
1,34,0,0,0,0,0,1,6,1
1,43,0,0,0,0,4,1,133,1
1,44,0,0,0,0,0,0,284,0
1,25,1,0,0,0,0,1,60,0
1,29,2,0,1,0,17,0,46,1
1,25,1,0,0,0,2,0,20,1
0,32,0,0,0,0,0,1,6,1
1,96,2,0,0,0,2,0,52,1
1,35,0,0,0,0,10,1,5,1
1,29,2,0,0,0,0,1,6,0
1,27,2,0,1,1,8,0,49,1
1,41,2,0,0,0,2,0,5,0
1,31,2,0,0,0,0,1,134,0
1,24,0,0,0,0,1,0,104,1
1,34,0,0,0,0,0,0,5,1
1,48,0,0,0,0,2,0,12,1
1,41,0,0,0,0,1,0,136,0
1,26,0,0,0,1,12,1,6,1
1,42,0,0,0,0,0,0,285,1
1,29,0,0,0,0,0,1,58,0
1,26,1,0,0,0,0,1,6,0
0,27,0,0,0,0,1,0,5,0
1,35,1,0,0,0,4,1,6,0
1,54,1,0,0,0,1,0,12,0
1,24,0,0,0,0,3,1,83,1
1,20,0,0,0,0,0,0,119,0
1,27,1,0,0,0,0,0,5,0
1,21,0,0,0,0,1,0,74,0
1,27,1,0,1,1,7,1,6,1
1,34,0,1,0,0,11,0,5,1
1,27,1,0,0,0,4,0,45,0
1,54,0,0,0,0,0,1,134,0
1,29,5,0,0,0,2,0,11,1
1,39,0,0,0,0,1,0,5,0
0,22,1,0,1,1,2,0,5,0
0,33,1,0,0,0,0,1,19,0
0,25,0,0,0,0,2,0,5,1
0,40,2,0,0,0,7,0,5,1
0,35,0,0,0,0,0,1,6,0
1,28,2,0,0,0,0,1,6,1
1,53,0,0,0,0,0,1,6,0
1,28,1,0,0,1,2,1,109,0
1,26,0,0,0,0,0,0,12,0
1,30,0,0,0,0,1,0,5,0
1,31,0,0,1,0,3,0,46,0
1,24,1,0,0,0,3,1,6,1
1,45,1,0,0,0,19,0,66,1
1,33,2,0,0,0,1,1,68,0
1,28,0,0,0,0,1,0,286,0
0,45,1,0,0,0,1,0,16,1
0,22,0,0,0,0,1,1,6,0
1,33,1,0,0,0,3,0,5,1
1,23,1,0,0,4,4,0,62,1
1,36,0,0,0,0,6,0,212,0
1,22,0,0,0,0,0,0,21,0
1,45,1,0,0,0,1,1,6,0
1,28,0,0,0,0,2,0,12,1
1,37,0,0,0,0,3,1,6,0
0,52,1,0,0,0,0,1,68,0
1,26,1,0,0,0,0,0,115,0
1,28,1,0,0,0,4,0,14,1
0,33,1,0,0,0,2,0,5,0
1,23,1,0,0,1,3,0,5,1
1,31,1,0,0,1,3,1,68,1
0,55,1,0,0,0,0,1,68,0
1,24,1,0,0,2,3,0,107,1
1,37,0,0,0,0,2,1,33,0
1,41,0,0,0,0,0,0,1,0
1,26,1,0,0,0,0,1,68,0
1,41,0,0,0,0,13,0,115,0
1,33,0,0,0,0,6,0,21,0
1,47,2,0,0,0,0,1,109,1
1,23,0,0,0,0,0,0,12,0
1,27,1,0,0,0,1,0,5,0
1,24,1,0,0,0,0,0,287,1
1,23,5,0,0,0,2,1,5,0
1,30,0,0,1,0,10,0,5,0
1,55,1,0,0,0,1,0,3,0
1,26,0,0,0,0,13,1,6,1
0,41,0,0,1,0,6,1,59,0
1,35,0,0,0,0,0,0,115,0
1,26,0,0,0,0,4,0,104,1
1,20,0,0,0,0,1,1,92,0
1,24,1,0,0,0,3,1,132,1
1,31,0,0,2,0,8,1,6,1
1,22,0,0,1,0,2,0,5,0
1,55,0,0,0,0,0,0,21,1
1,33,1,0,0,0,7,0,129,1
1,44,1,0,0,0,6,0,5,1
1,41,0,0,0,0,25,0,3,1
1,56,0,0,0,0,9,1,5,0
1,21,0,0,0,0,1,0,74,0
1,36,0,0,0,0,1,0,5,1
0,48,1,0,0,0,1,1,32,0
1,27,1,0,0,0,6,0,5,1
1,56,1,0,0,0,7,0,2,1
1,39,1,0,0,0,2,1,6,0
1,31,2,0,0,0,0,0,22,0
0,25,1,0,0,0,0,0,288,0
1,51,1,0,0,0,1,0,5,0
0,28,0,0,0,0,3,0,115,0
1,30,0,0,0,0,0,0,34,1
0,19,0,0,0,0,0,1,109,1
1,20,0,0,0,0,0,1,6,1
1,57,1,0,0,0,0,0,82,0
1,51,0,0,0,0,8,1,134,1
1,27,0,0,0,0,5,0,16,1
1,26,0,0,0,2,0,0,188,0
1,23,1,0,0,0,3,1,59,1
1,35,0,0,1,0,14,1,6,1
0,41,1,0,0,0,1,1,289,0
1,37,0,0,0,0,5,0,3,0
1,48,0,0,0,0,0,0,46,0
1,21,0,0,0,1,0,0,74,0
1,19,0,3,0,0,3,0,5,1
1,21,0,0,0,0,1,0,52,1
1,29,2,0,0,1,1,1,27,0
1,52,0,0,0,0,1,1,5,0
1,23,0,0,0,0,5,0,10,1
1,22,0,0,0,0,0,0,3,1
1,19,0,1,0,1,1,0,5,1
1,41,1,0,0,0,1,0,95,1
0,25,1,0,0,0,1,1,6,1
1,54,0,0,0,0,0,1,6,1
1,25,0,4,0,0,13,0,5,1
0,40,1,0,0,0,4,0,3,0
1,22,0,0,0,0,0,0,135,0
1,50,1,0,0,0,10,0,80,0
1,35,1,0,0,0,2,1,6,0
1,28,1,0,0,0,7,0,148,1
1,21,0,0,0,0,0,0,20,0
0,38,5,0,0,0,6,0,74,1
1,27,1,0,0,0,0,0,95,0
1,22,0,0,0,0,0,0,52,1
0,38,2,0,0,0,20,0,15,1
1,32,0,2,0,0,26,0,3,1
1,32,1,0,0,0,0,0,16,0
1,59,1,0,0,0,0,0,12,0
1,30,1,0,0,0,19,0,3,1
1,20,5,0,0,0,0,1,6,1
1,59,1,0,0,0,0,0,49,0
0,44,1,0,0,0,1,0,15,1
1,26,0,0,1,1,9,1,58,1
1,30,0,0,1,0,9,0,13,1
0,35,1,0,0,0,2,0,87,0
1,25,0,0,1,1,3,1,19,1
1,44,2,0,0,0,0,1,6,0
1,40,0,0,0,0,7,0,12,0
0,31,0,0,0,0,0,1,6,1
0,32,0,0,0,0,0,0,95,0
1,37,0,0,0,0,22,0,5,1
1,22,1,1,0,0,2,0,5,0
1,38,0,0,0,0,8,1,28,1
1,34,1,0,0,0,2,0,5,0
1,30,0,0,1,0,7,0,5,0
0,38,1,0,0,0,0,0,101,1
1,36,0,0,0,0,10,0,235,1
1,46,5,0,0,0,0,0,12,0
1,35,1,0,0,0,2,0,290,1
1,35,0,0,0,0,0,0,107,0
1,20,5,0,0,0,1,0,7,1
0,30,0,0,0,0,9,0,66,1
1,34,0,0,0,0,16,0,113,1
1,31,1,0,0,0,3,0,152,1
1,32,2,0,0,0,0,1,68,1
1,31,1,0,1,1,4,0,5,1
1,22,1,0,1,1,2,0,49,1
1,31,2,0,0,0,0,0,12,0
1,36,0,0,0,0,5,1,6,1
1,39,0,0,0,0,2,1,33,0
1,51,0,0,0,0,9,0,3,1
1,35,0,0,0,0,7,0,11,1
1,30,0,0,0,0,1,0,49,1
1,35,2,0,0,1,0,0,14,0
1,23,2,0,0,0,0,0,13,1
1,43,1,0,0,0,3,1,6,1
1,37,0,0,0,0,0,1,283,0
1,25,0,0,0,2,3,1,291,0
1,33,2,0,0,0,8,0,101,1
0,27,0,0,0,0,0,0,12,0
1,47,1,0,0,0,2,1,6,0
1,46,0,0,0,0,12,1,21,0
1,27,1,0,0,0,0,0,21,0
1,34,0,0,0,0,0,0,2,1
1,30,0,0,0,0,4,1,33,1
1,25,1,0,0,0,0,1,84,0
1,26,0,0,1,0,5,1,5,0
1,25,0,0,0,0,1,0,3,1
